# Generated by scripts/snapshot-opening-popularity.mjs
# source=https://chess-analysis.org/api/explore/lichess
# snapshot=2026-08-06T18:32:36.169Z
# variant=standard; speeds=blitz,rapid,classical; ratings=1200,1400,1600,1800,2000,2200,2500
# measuredParentDepth=4; deeper lines use documented 0.82-per-ply decay
uci	globalGames	globalShare
d2d4 d7d5 c1g5 c8g4	59931	0.00757124
d2d4 d7d5 c2c4	188087893	0.39747538
d2d4 d7d5 c2c4 b7b5	0	0.00000000
d2d4 d7d5 c2c4 b8c6	0	0.00000000
d2d4 d7d5 c2c4 b8c6 b1c3	2194805	0.38524579
d2d4 d7d5 c2c4 b8c6 b1c3 d5c4	1799740	0.31590153
d2d4 d7d5 c2c4 b8c6 b1c3 d5c4 g1f3	1475787	0.25903929
d2d4 d7d5 c2c4 b8c6 b1c3 d5c4 g1f3 g8f6	1210145	0.21241216
d2d4 d7d5 c2c4 b8c6 b1c3 e7e5	1799740	0.31590153
d2d4 d7d5 c2c4 b8c6 c4d5 d8d5	984694	0.17283960
d2d4 d7d5 c2c4 b8c6 c4d5 d8d5 e2e3 e7e5 b1c3 f8b4 c1d2 b4c3 d2c3 e5d4 g1e2	165054	0.02897130
d2d4 d7d5 c2c4 b8c6 g1f3 c8g4	995627	0.17475863
d2d4 d7d5 c2c4 b8c6 g1f3 c8g4 d1a4	816414	0.14330205
d2d4 d7d5 c2c4 b8c6 g1f3 e7e5	995627	0.17475863
d2d4 d7d5 c2c4 c7c5	60000	0.08823529
d2d4 d7d5 c2c4 c7c5 c4d5 g8f6	841245	0.21131027
d2d4 d7d5 c2c4 c7c5 c4d5 g8f6 e2e4 f6e4 d4c5 d8a5	380345	0.09553793
d2d4 d7d5 c2c4 c7c5 d4c5 d5d4	791157	0.19872879
d2d4 d7d5 c2c4 c7c6	220000	0.32352941
d2d4 d7d5 c2c4 c7c6 b1c3	26402011	0.52958637
d2d4 d7d5 c2c4 c7c6 b1c3 d5c4	21649649	0.43426082
d2d4 d7d5 c2c4 c7c6 b1c3 d5c4 e2e4	17752712	0.35609387
d2d4 d7d5 c2c4 c7c6 b1c3 e7e5	21649649	0.43426082
d2d4 d7d5 c2c4 c7c6 b1c3 e7e5 e2e4	17752712	0.35609387
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3	11936924	0.23943753
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 a7a6	9788277	0.19633876
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7	9788277	0.19633876
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 b2b3 f8d6 c1b2 e8g8 f1d3	3628904	0.07279060
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2	8026387	0.16099778
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 b7b6 b2b3	5396943	0.10825491
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 b7b6 b2b3 c8b7	4425493	0.08876902
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 b7b6 b2b3 c8b7 f1d3	3628904	0.07279060
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 b7b6 b2b3 c8b7 f1d3 f8e7 e1g1 e8g8 c1b2	1640707	0.03291022
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 f8d6 b2b3 e8g8 c1b2 d8e7 f1d3	2440075	0.04894440
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2 f8d6 b2b3 e8g8 c1b2 f8e8 f1d3	2440075	0.04894440
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3	8026387	0.16099778
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4	5396943	0.10825491
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5	4425493	0.08876902
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6	2975702	0.05968830
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5	2000862	0.04013441
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5	1640707	0.03291022
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5	1103211	0.02212883
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5 f3e5 a6b5 d1f3	498786	0.01000493
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 f6g4	904633	0.01814564
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7	2975702	0.05968830
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7 e3e4 b5b4 c3a4 c6c5 e4e5 f6d5	904633	0.01814564
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7 e3e4 b5b4 c3a4 c6c5 e4e5 f6d5 e1g1 c5d4 f3d4	498786	0.01000493
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 f8d6 e1g1 c8b7 a2a3 e8g8 d1c2	1103211	0.02212883
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8b4	6581638	0.13201819
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8d6	6581638	0.13201819
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8d6 d1c2	5396943	0.10825491
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8e7	6581638	0.13201819
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 g7g6 g1f3 f8g7 f1d3 e8g8 e1g1 c8f5	4425493	0.08876902
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 g7g6 g1f3 f8g7 f1d3 e8g8 e1g1 c8g4	4425493	0.08876902
d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 g1f3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5 f3e5 a6b5 e1g1 d8d5 d1e2 c8a6 c1g5	225512	0.00452345
d2d4 d7d5 c2c4 c7c6 c4d5	6072536	0.12180634
d2d4 d7d5 c2c4 c7c6 c4d5 c6d5 b1c3 g8f6 f2f3	2745526	0.05507130
d2d4 d7d5 c2c4 c7c6 c4d5 c6d5 b1c3 g8f6 g1f3 b8c6 c1f4 c8f5	1513795	0.03036455
d2d4 d7d5 c2c4 c7c6 e2e4	129188	0.00259133
d2d4 d7d5 c2c4 c7c6 g1f3	9682528	0.19421759
d2d4 d7d5 c2c4 c7c6 g1f3 e7e6 e2e3 g8f6 b1c3 f8d6 f1d3 d5c4 d3c4 b7b5 c4d3 b8d7 e1g1 e8g8 d1c2	601704	0.01206932
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3	6510532	0.13059191
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6 c4c5	4377682	0.08781000
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6 e2e3 c8f5	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4	4377682	0.08781000
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 b8a6	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 b8a6	2413714	0.04841563
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1	1330844	0.02669482
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1 e8g8 d1e2	894860	0.01794960
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1 e8g8 d1e2 f6e4 g2g4	601704	0.01206932
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8a6 e2e4	1979245	0.03970081
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8d7 e5c4 d8c7 g2g3 e7e5	1091292	0.02188975
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8d7 e5c4 d8c7 g2g3 e7e5 d4e5 d7e5 c1f4 f6d7 f1g2 g7g5	331760	0.00665463
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6	2413714	0.04841563
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6 f2f3 f8b4 e2e4	1330844	0.02669482
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3h4	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8g4	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 e7e6	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e3	4377682	0.08781000
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4	4377682	0.08781000
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4 b7b5 e4e5	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d8b6	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5	2413714	0.04841563
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 c4d5	1979245	0.03970081
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 c4d5 f6d5	1622981	0.03255466
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 f3d2 d5c4	1622981	0.03255466
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 f3d2 f8b4 d1c2	1330844	0.02669482
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 e5f6 g5h4 f3e5	601704	0.01206932
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5	894860	0.01794960
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b8d7 g2g3	404586	0.00811541
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5f6 d8f6	2413714	0.04841563
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5f6 d8f6 d1b3	1979245	0.03970081
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5h4	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 e3e4	1979245	0.03970081
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 e3e4 d5e4 c3e4 f6e4 c2e4 e6e5 d4e5	601704	0.01206932
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 g2g4	1979245	0.03970081
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 d4d5	601704	0.01206932
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5	331760	0.00665463
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 b5b4	1091292	0.02188975
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 g7g6	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1d2	6510532	0.13059191
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c1g5	6510532	0.13059191
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c4d5 c6d5	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c4d5 c6d5 b1c3 b8c6 c1f4 c8f5 e2e3 e7e6 d1b3 f8b4	1091292	0.02188975
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 d1c2 e7e6 b1d2 f8e7 g2g3 b8d7 f1g2 e8g8 e1g1 b7b5	1091292	0.02188975
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3	6510532	0.13059191
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 b1c3 e7e6	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 c4d5 c6d5 b1c3	2943553	0.05904344
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 c4d5 c6d5 b1c3 e7e6 f3e5 f6d7	1622981	0.03255466
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 c4d5 c6d5 d1b3 d8c8 c1d2 e7e6 b1a3	1330844	0.02669482
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8g4	5338636	0.10708536
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2	4377682	0.08781000
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7	3589699	0.07200420
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7 f1d3 c6c5	2413714	0.04841563
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 f6e4 f1d3 f7f5	2413714	0.04841563
d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 g2g3 d5c4 f1g2 g7g6	3589699	0.07200420
d2d4 d7d5 c2c4 c8f5	0	0.00000000
d2d4 d7d5 c2c4 c8f5 b1c3 e7e6 d1b3	2551743	0.40243431
d2d4 d7d5 c2c4 c8f5 b1c3 e7e6 g1f3 b8c6	2092429	0.32999609
d2d4 d7d5 c2c4 c8f5 c4d5 f5b1 d1a4 c7c6 d5c6 b8c6	323962	0.05109191
d2d4 d7d5 c2c4 c8f5 d1b3	145532	0.02295179
d2d4 d7d5 c2c4 d5c4	150000	0.22058824
d2d4 d7d5 c2c4 d5c4 d1a4	1102457	0.02480693
d2d4 d7d5 c2c4 d5c4 e2e3	12151173	0.27341957
d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 a2a3	3694038	0.08312138
d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 b1d2	3694038	0.08312138
d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 e1f1	3694038	0.08312138
d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 g1f3	3694038	0.08312138
d2d4 d7d5 c2c4 d5c4 e2e3 g8f6 f1c4 e7e6 g1f3 c7c5 e1g1 a7a6 e3e4	2483871	0.05589081
d2d4 d7d5 c2c4 d5c4 e2e4	10992008	0.24733663
d2d4 d7d5 c2c4 d5c4 e2e4 b7b5	9013447	0.20281604
d2d4 d7d5 c2c4 d5c4 e2e4 b8c6	9013447	0.20281604
d2d4 d7d5 c2c4 d5c4 e2e4 c7c5	9013447	0.20281604
d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 b7b5	6060641	0.13637349
d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 g8f6 b1c3 b7b5	4075175	0.09169754
d2d4 d7d5 c2c4 d5c4 e2e4 e7e5	9013447	0.20281604
d2d4 d7d5 c2c4 d5c4 e2e4 e7e5 f1c4	7391026	0.16630914
d2d4 d7d5 c2c4 d5c4 e2e4 f7f5	9013447	0.20281604
d2d4 d7d5 c2c4 d5c4 e2e4 g8f6	9013447	0.20281604
d2d4 d7d5 c2c4 d5c4 g1f3	3869066	0.08705977
d2d4 d7d5 c2c4 d5c4 g1f3 a7a6	3172634	0.07138901
d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 b7b5	2133279	0.04800197
d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 c8g4 f1c4 e7e6 d4d5	1176222	0.02646675
d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e4	2601560	0.05853899
d2d4 d7d5 c2c4 d5c4 g1f3 b7b5	3172634	0.07138901
d2d4 d7d5 c2c4 d5c4 g1f3 b8d7	3172634	0.07138901
d2d4 d7d5 c2c4 d5c4 g1f3 c7c5	3172634	0.07138901
d2d4 d7d5 c2c4 d5c4 g1f3 e7e6	3172634	0.07138901
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6	3172634	0.07138901
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3	2601560	0.05853899
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 a7a6 e2e4	1749289	0.03936162
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 c7c5 d4d5 e7e6 e2e4 e6d5 e4e5	790892	0.01779625
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 d1a4	2601560	0.05853899
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3	2601560	0.05853899
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8e6	2133279	0.04800197
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8g4	2133279	0.04800197
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6	2133279	0.04800197
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5	1434417	0.03227653
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 d1e2 a7a6 d4c5 f8c5 e1g1 b8c6 e3e4 b7b5 e4e5	240436	0.00541017
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1	1176222	0.02646675
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6	964502	0.02170274
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 a2a4	790892	0.01779625
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2	790892	0.01779625
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5	648531	0.01459292
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 b8c6 f1d1 c5c4 b3c2 c6b4 b1c3 b4c2 e2c2 c8b7 d4d5 d8c7	59937	0.00134867
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7	436072	0.00981227
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7 f1d1 b8d7 b1c3 f8d6	197158	0.00443635
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d4c5 f8c5	648531	0.01459292
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 b8c6	964502	0.02170274
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 c5d4	964502	0.02170274
d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 g7g6	2133279	0.04800197
d2d4 d7d5 c2c4 e7e5	0	0.00000000
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 e2e3 f8b4 c1d2 d4e3	1563464	0.19873791
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 e2e4	2835608	0.36044502
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3	2835608	0.36044502
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2	1906663	0.24236325
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2 c8g4 h2h3 g4f3 d2f3 f8b4 c1d2 d8e7	475303	0.06041759
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2 d8e7	1563464	0.19873791
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2 f7f6	1563464	0.19873791
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3	1906663	0.24236325
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8e6	1563464	0.19873791
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8f5	1563464	0.19873791
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8g4	1563464	0.19873791
d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 c7c5	2325199	0.29556497
d2d4 d7d5 c2c4 e7e6	200000	0.29411765
d2d4 d7d5 c2c4 e7e6 b1c3	39686492	0.58273309
d2d4 d7d5 c2c4 e7e6 b1c3 a7a6	32542923	0.47784112
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5	32542923	0.47784112
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4	21881862	0.32130038
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4 d1d4 b8c6 d4d1 e6d5 d1d5 c8e6	6652232	0.09767746
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5	21881862	0.32130038
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 d4c5 d5d4 c3a4 b7b5	9893266	0.14526689
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 e2e4	17943127	0.26346631
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3	17943127	0.26346631
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 d4c5 d5d4 c3a4 b7b5	6652232	0.09767746
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3	12064958	0.17715474
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 c5c4	9893266	0.14526689
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 c5c4 e2e4	8112478	0.11911885
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6	9893266	0.14526689
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 c5d4 f3d4 f8c5	4472961	0.06567833
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 c8g4	6652232	0.09767746
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7	6652232	0.09767746
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8	4472961	0.06567833
d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5	3667828	0.05385623
